Name,City,District,Type,BestTimeToVisit
Shivapuri Nagarjun National Park,Kathmandu,Kathmandu,Wildlife,Autumn
Guerrilla Trek,Rolpa,Rolpa,Historical,All Year
Simraungadh Ruins,Bara,Bara,Cultural,Spring
Sitalpati Market,Jhapa,Jhapa,Historical,Monsoon
Bhotekoshi Bungee Jump,Sindhupalchok,Sindhupalchok,Historical,Autumn
Nepalgunj,Banke,Banke,Adventure,Winter
Lwang Ghalel Village,Lamjung,Lamjung,Natural,Spring
Rolpa Martyrs Trail,Rolpa,Rolpa,Historical,Winter
Basantapur,Unknown,Unknown,Historical,Spring
Dudh Kunda,Sankhuwasabha,Sankhuwasabha,Religious,Spring
Ridi Bazaar,Gulmi,Gulmi,Wildlife,All Year
Ringmo Village,Dolpa,Dolpa,Natural,All Year
Ghodepani,Kaski,Kaski,Wildlife,Autumn
Chhimkeshwori,Dhading,Dhading,Cultural,Spring
Gaurishankar Conservation Area,Dolakha,Dolakha,Religious,All Year
Kali Gandaki Gorge,Myagdi,Myagdi,Adventure,Autumn
Chandannath Temple,Jajarkot,Jajarkot,Natural,Autumn
Ashoka Pillar,Rupandehi,Rupandehi,Historical,Winter
Phulchowki Botanical Garden,Lalitpur,Lalitpur,Cultural,Monsoon
Garden of Dreams,Kathmandu,Kathmandu,Natural,Winter
Rolpa Martyrs Trail,Rolpa,Rolpa,Natural,Winter
Tatopani Hot Spring,Myagdi,Myagdi,Wildlife,Monsoon
Musikot,Rukum,Rukum,Cultural,Spring
Pakhure Pokhari,Syangja,Syangja,Religious,Monsoon
Kakrebihar,Kailali,Kailali,Wildlife,Monsoon
Garden of Dreams,Kathmandu,Kathmandu,Adventure,Monsoon
Chhahara Waterfall,Rukum,Rukum,Wildlife,Autumn
Chhanwa Gumba,Sunsari,Sunsari,Cultural,All Year
Pathibhara Devi Temple,Taplejung,Taplejung,Wildlife,Winter
Shivapuri Nagarjun National Park,Kathmandu,Kathmandu,Religious,Monsoon
Lwang Ghalel Village,Lamjung,Lamjung,Historical,All Year
Baundeshwor Cave,Chitwan,Chitwan,Cultural,Monsoon
Dharan Clock Tower,Sunsari,Sunsari,Natural,Spring
Koshi Tappu Wildlife Reserve,Sunsari,Sunsari,Historical,Winter
Bhairahawa Buddha Park,Rupandehi,Rupandehi,Natural,Monsoon
Gorkha Durbar,Gorkha,Gorkha,Adventure,Monsoon
Khokana,Lalitpur,Lalitpur,Natural,Autumn
Daunne Hill,Chitwan,Chitwan,Historical,Monsoon
Chandannath Temple,Jajarkot,Jajarkot,Adventure,Spring
Tsho Rolpa Lake,Ramechhap,Ramechhap,Natural,Autumn
Panauti,Kavrepalanchok,Kavrepalanchok,Adventure,Monsoon
Boudhanath Stupa,Kathmandu,Kathmandu,Adventure,Autumn
Syarpu Lake,Kaski,Kaski,Wildlife,Spring
Kangchenjunga Base Camp,Taplejung,Taplejung,Historical,Autumn
Kangchenjunga Base Camp,Taplejung,Taplejung,Historical,Spring
Dharan Clock Tower,Sunsari,Sunsari,Religious,Autumn
Salyan Khalanga,Salyan,Salyan,Cultural,Monsoon
Manakamana Temple,Gorkha,Gorkha,Historical,Monsoon
Charikot,Dolakha,Dolakha,Natural,Spring
Piple Hill,Kailali,Kailali,Wildlife,Spring
Budhi Gandaki Valley,Gorkha,Gorkha,Cultural,All Year
Bardia National Park,Bardiya,Bardiya,Wildlife,Monsoon
Pakuwal Lake,Sunsari,Sunsari,Natural,Winter
Elephant Breeding Center,Chitwan,Chitwan,Cultural,Monsoon
Panauti,Kavrepalanchok,Kavrepalanchok,Adventure,Monsoon
Lumbini - Birthplace of Buddha,Rupandehi,Rupandehi,Cultural,Monsoon
Badimalika Temple,Doti,Doti,Natural,Monsoon
Bhojpur Bazaar,Bhojpur,Bhojpur,Religious,All Year
Chitwan National Park,Chitwan,Chitwan,Adventure,Monsoon
Teku Dobhan,Unknown,Unknown,Cultural,Autumn
Bhanbhane Pokhari,Okhaldhunga,Okhaldhunga,Cultural,Autumn
Bhojpur Bazaar,Bhojpur,Bhojpur,Adventure,Autumn
Panch Pokhari,Sindhupalchok,Sindhupalchok,Wildlife,Autumn
Sindure Pokhari,Unknown,Unknown,Religious,Autumn
Pathibhara Devi Temple,Taplejung,Taplejung,Religious,Monsoon
Sailung Danda,Dolakha,Dolakha,Cultural,All Year
Dhaulagiri Base Camp,Myagdi,Myagdi,Natural,Spring
Dhaulagiri Base Camp,Myagdi,Myagdi,Historical,Winter
Narchyang Waterfall,Myagdi,Myagdi,Religious,All Year
Sundarijal,Kathmandu,Kathmandu,Religious,Autumn
Chandragiri Hills,Kathmandu,Kathmandu,Wildlife,Winter
Teku Dobhan,Unknown,Unknown,Natural,Monsoon
Barpak,Gorkha,Gorkha,Natural,Monsoon
Gaurishankar Conservation Area,Dolakha,Dolakha,Religious,Spring
Ruru Kshetra,Gulmi,Gulmi,Natural,All Year
Mallaj,Myagdi,Myagdi,Religious,Winter
Sirubari,Syangja,Syangja,Wildlife,Spring
Aathbish Danda,Lamjung,Lamjung,Wildlife,Winter
Kapuche Glacier Lake,Dolpa,Dolpa,Adventure,All Year
Dhaulagiri Base Camp,Myagdi,Myagdi,Historical,Winter
Bhimsen Temple,Bhaktapur,Bhaktapur,Adventure,Monsoon
Sarangkot,Kaski,Kaski,Religious,Monsoon
Garden of Dreams,Kathmandu,Kathmandu,Adventure,Spring
Namobuddha,Kavrepalanchok,Kavrepalanchok,Religious,All Year
Chainpur Bazaar,Dhading,Dhading,Wildlife,Monsoon
Bhotekoshi Bungee Jump,Sindhupalchok,Sindhupalchok,Cultural,All Year
Hetauda Martyrs Park,Makwanpur,Makwanpur,Adventure,Autumn
Tsum Valley,Gorkha,Gorkha,Wildlife,Winter
Kalinchowk,Dolakha,Dolakha,Wildlife,All Year
Ghodaghodi Lake,Kailali,Kailali,Wildlife,All Year
Panchase Hill,Syangja,Syangja,Wildlife,Spring
Rara Lake,Mugu,Mugu,Wildlife,Autumn
Kulekhani Reservoir,Makwanpur,Makwanpur,Religious,Autumn
Pakuwal Lake,Sunsari,Sunsari,Natural,Autumn
Sailung,Dolakha,Dolakha,Cultural,All Year
Tharu Village,Chitwan,Chitwan,Adventure,All Year
Sirubari,Syangja,Syangja,Religious,Spring
Swargadwari,Pyuthan,Pyuthan,Wildlife,Monsoon
Bajura Budhinanda Lake,Bajura,Bajura,Historical,Autumn
Temke Dada,Sankhuwasabha,Sankhuwasabha,Wildlife,Autumn
Chamunda Temple,Sindhupalchok,Sindhupalchok,Natural,Monsoon
Chhimkeshwori Hill,Dhading,Dhading,Natural,Autumn
Chepang Hill Trail,Chitwan,Chitwan,Natural,Spring
Ashoka Pillar,Rupandehi,Rupandehi,Religious,Spring
Sailung Danda,Dolakha,Dolakha,Religious,All Year
Panauti,Kavrepalanchok,Kavrepalanchok,Cultural,Monsoon
Balmiki Ashram,Kapilvastu,Kapilvastu,Adventure,Spring
Badimalika Temple,Doti,Doti,Wildlife,Spring
Hiranya Varna Mahavihar,Kathmandu,Kathmandu,Cultural,Monsoon
Chhahara Waterfall,Rukum,Rukum,Historical,Spring
Champadevi Hill,Kathmandu,Kathmandu,Adventure,All Year
Rupa Lake,Kaski,Kaski,Natural,All Year
Sandakpur,Ilam,Ilam,Cultural,Spring
Maipokhari,Ilam,Ilam,Natural,All Year
Bhedetar Zipline,Dhankuta,Dhankuta,Adventure,Spring
Chamunda Temple,Sindhupalchok,Sindhupalchok,Natural,Spring
Tallo Dungeshwor,Dhading,Dhading,Religious,Winter
Thabang Village,Rolpa,Rolpa,Religious,Winter
Tila River Valley,Jumla,Jumla,Cultural,Monsoon
Rolpa Martyrs Trail,Rolpa,Rolpa,Cultural,Spring
Sarangkot,Kaski,Kaski,Wildlife,Spring
Madan Ashrit Memorial Park,Chitwan,Chitwan,Adventure,All Year
Chandannath Temple,Jajarkot,Jajarkot,Wildlife,Monsoon
Bhairabi Temple,Dolakha,Dolakha,Natural,Autumn
Kalinchowk,Dolakha,Dolakha,Wildlife,Monsoon
Ramaroshan Wetland,Achham,Achham,Religious,Monsoon
Simikot,Humla,Humla,Natural,All Year
Patal Bhuvaneshwor Cave,Lalitpur,Lalitpur,Adventure,Autumn
Sindure Pokhari,Unknown,Unknown,Adventure,Monsoon
Chandragiri Hills,Kathmandu,Kathmandu,Natural,Spring
Sundarijal,Kathmandu,Kathmandu,Religious,Spring
Maula Kalika Temple,Parbat,Parbat,Adventure,Monsoon
Hanuman Dhoka,Kathmandu,Kathmandu,Historical,All Year
Bhairahawa Buddha Park,Rupandehi,Rupandehi,Historical,Winter
Temke Dada,Sankhuwasabha,Sankhuwasabha,Wildlife,Winter
Sitalpati Market,Jhapa,Jhapa,Natural,Monsoon
Panch Pokhari,Sindhupalchok,Sindhupalchok,Religious,Monsoon
Dhaulagiri Base Camp,Myagdi,Myagdi,Religious,All Year
Jomsom,Mustang,Mustang,Historical,Autumn
Dhorpatan Hunting Reserve,Baglung,Baglung,Historical,All Year
Patan Durbar Square,Lalitpur,Lalitpur,Cultural,Monsoon
Kapilvastu Ruins,Kapilvastu,Kapilvastu,Religious,Spring
Ghodaghodi Lake,Kailali,Kailali,Adventure,Monsoon
Kapilvastu Ruins,Kapilvastu,Kapilvastu,Natural,Monsoon
Chhimkeshwori,Dhading,Dhading,Historical,Monsoon
Temke Dada,Sankhuwasabha,Sankhuwasabha,Cultural,Autumn
Mallaj,Myagdi,Myagdi,Wildlife,Winter
Shuklaphanta National Park,Kailali,Kailali,Adventure,Autumn
Bhedetar Zipline,Dhankuta,Dhankuta,Wildlife,Autumn
Diktel Bazaar,Khotang,Khotang,Religious,Winter
Ridi Bazaar,Gulmi,Gulmi,Wildlife,Autumn
Ramdhuni Mandir,Sunsari,Sunsari,Cultural,All Year
Tengboche Monastery,Solukhumbu,Solukhumbu,Religious,Monsoon
Barpak Village,Gorkha,Gorkha,Wildlife,Spring
Maula Kalika Temple,Parbat,Parbat,Religious,All Year
Khandadevi Temple,Ramechhap,Ramechhap,Natural,Monsoon
Shuklaphanta National Park,Kailali,Kailali,Adventure,All Year
Phewa Lake,Kaski,Kaski,Cultural,Winter
Chandannath Temple,Jajarkot,Jajarkot,Wildlife,All Year
Barpak,Gorkha,Gorkha,Adventure,Monsoon
Birgunj Clock Tower,Parsa,Parsa,Adventure,Spring
Saipal Base Camp,Bajhang,Bajhang,Wildlife,Winter
Tsum Valley,Gorkha,Gorkha,Cultural,All Year
Bageshwori Temple,Banke,Banke,Adventure,Winter
Khaptad Baba Ashram,Doti,Doti,Historical,Monsoon
Maipokhari,Ilam,Ilam,Religious,Autumn
Kharpunath,Darchula,Darchula,Religious,Autumn
Bardia National Park,Bardiya,Bardiya,Religious,Monsoon
Kamalbari Lake,Myagdi,Myagdi,Natural,Winter
Chhahara Waterfall,Rukum,Rukum,Religious,All Year
Siddha Gufa,Palpa,Palpa,Religious,Autumn
Rani Mahal,Palpa,Palpa,Religious,Autumn
Mohare Danda,Syangja,Syangja,Historical,Winter
Bhedetar Zipline,Dhankuta,Dhankuta,Wildlife,All Year
Manaslu Base Camp,Gorkha,Gorkha,Cultural,Autumn
Dudh Kunda,Sankhuwasabha,Sankhuwasabha,Cultural,Monsoon
Balmiki Ashram,Kapilvastu,Kapilvastu,Religious,Winter
Okhaldhunga Memorial Park,Okhaldhunga,Okhaldhunga,Historical,All Year
Dodhara Chandani Bridge,Kailali,Kailali,Cultural,Spring
Birgunj Clock Tower,Parsa,Parsa,Natural,Autumn
Gorkha Durbar,Gorkha,Gorkha,Cultural,Monsoon
Tribeni Dham,Salyan,Salyan,Cultural,Monsoon
Sailung,Dolakha,Dolakha,Cultural,Monsoon
Silichho Peak,Dolakha,Dolakha,Wildlife,Monsoon
Naag Pokhari,Kathmandu,Kathmandu,Cultural,Spring
Silichho Peak,Dolakha,Dolakha,Adventure,Winter
Guerrilla Trek,Rolpa,Rolpa,Religious,Autumn
Kali Gandaki Gorge,Myagdi,Myagdi,Historical,Winter
Namobuddha,Kavrepalanchok,Kavrepalanchok,Religious,Spring
Piple Hill,Kailali,Kailali,Natural,All Year
Chandannath Temple,Jajarkot,Jajarkot,Natural,Spring
Piple Hill,Kailali,Kailali,Historical,All Year
Bhujung Village,Lamjung,Lamjung,Cultural,Monsoon
Garden of Dreams,Kathmandu,Kathmandu,Cultural,All Year
Begnas Lake,Kaski,Kaski,Adventure,All Year
Shey Phoksundo Lake,Dolpa,Dolpa,Religious,Winter
Champadevi Hill,Kathmandu,Kathmandu,Religious,All Year
Tharu Village,Chitwan,Chitwan,Religious,Spring
Bhairav Kunda,Sindhupalchok,Sindhupalchok,Historical,All Year
Manaslu Base Camp,Gorkha,Gorkha,Historical,Winter
Hiranya Varna Mahavihar,Kathmandu,Kathmandu,Wildlife,Spring
Rupa Lake,Kaski,Kaski,Cultural,Spring
Sarangkot,Kaski,Kaski,Historical,Winter
Rishikesh Complex (Devghat),Nawalpur,Nawalpur,Cultural,Autumn
Bhotekoshi Bungee Jump,Sindhupalchok,Sindhupalchok,Wildlife,Spring
Tindhare Waterfall,Sindhupalchok,Sindhupalchok,Historical,Spring
Simbuwa Khola Valley,Terhathum,Terhathum,Wildlife,Monsoon
Lamjung Himal Base Camp,Lamjung,Lamjung,Cultural,All Year
Piple Hill,Kailali,Kailali,Cultural,Monsoon
Ghodepani,Kaski,Kaski,Adventure,Spring
Baraha Kshetra,Sunsari,Sunsari,Wildlife,All Year
Sailung,Dolakha,Dolakha,Natural,Spring
Dhorpatan Hunting Reserve,Baglung,Baglung,Cultural,Winter
Diktel Bazaar,Khotang,Khotang,Natural,Monsoon
Ringmo Village,Dolpa,Dolpa,Natural,Monsoon
Panauti,Kavrepalanchok,Kavrepalanchok,Adventure,Winter
Khaptad Baba Ashram,Doti,Doti,Natural,Monsoon
Badimalika Temple,Doti,Doti,Religious,Monsoon
Lumbini - Birthplace of Buddha,Rupandehi,Rupandehi,Religious,Spring
Bandipur,Tanahun,Tanahun,Cultural,All Year
Dudh Kunda,Sankhuwasabha,Sankhuwasabha,Religious,Spring
Kapuche Glacier Lake,Dolpa,Dolpa,Adventure,Monsoon
Phulchowki Botanical Garden,Lalitpur,Lalitpur,Adventure,Monsoon
Ghodepani,Kaski,Kaski,Religious,Winter
Rukumkot,Rukum,Rukum,Historical,Autumn
Nyatapola Temple,Bhaktapur,Bhaktapur,Natural,Autumn
Maya Devi Temple,Rupandehi,Rupandehi,Religious,Monsoon
Hanuman Dhoka,Kathmandu,Kathmandu,Religious,Autumn
Rangeli,Morang,Morang,Religious,Autumn
Tengboche Monastery,Solukhumbu,Solukhumbu,Adventure,Winter
Bhimsen Temple,Bhaktapur,Bhaktapur,Adventure,Autumn
Nagi Village,Myagdi,Myagdi,Natural,All Year
Seti River Gorge,Doti,Doti,Historical,Spring
Baglung Kalika Temple,Baglung,Baglung,Natural,Autumn
Tatopani Hot Spring,Myagdi,Myagdi,Cultural,All Year
Jalbire Waterfall,Sindhupalchok,Sindhupalchok,Historical,Winter
Ram Mandir,Kathmandu,Kathmandu,Cultural,Winter
Deurali Gumba,Syangja,Syangja,Adventure,Autumn
Kakrebihar,Kailali,Kailali,Natural,Monsoon
Hetauda Martyrs Park,Makwanpur,Makwanpur,Religious,Spring
Nepalgunj,Banke,Banke,Adventure,Winter
Siruwa Pokhari,Makwanpur,Makwanpur,Wildlife,Monsoon
Dharan Clock Tower,Sunsari,Sunsari,Cultural,All Year
Dhaulagiri Base Camp,Myagdi,Myagdi,Religious,Monsoon
Tengboche Monastery,Solukhumbu,Solukhumbu,Adventure,Monsoon
Rishikesh Complex (Devghat),Nawalpur,Nawalpur,Adventure,All Year
Mallaj,Myagdi,Myagdi,Natural,Autumn
Api Base Camp,Darchula,Darchula,Religious,Monsoon
Siddhi Binayak,Kathmandu,Kathmandu,Cultural,Monsoon
Bhairabi Temple,Dolakha,Dolakha,Wildlife,Winter
Hanuman Temple,Kathmandu,Kathmandu,Natural,Autumn
Temke Dada,Sankhuwasabha,Sankhuwasabha,Religious,Monsoon
Poon Hill,Kaski,Kaski,Religious,All Year
Swargadwari,Pyuthan,Pyuthan,Wildlife,Autumn
Charikot,Dolakha,Dolakha,Historical,Autumn
Tengboche Monastery,Solukhumbu,Solukhumbu,Adventure,Winter
Rolpa Martyrs Trail,Rolpa,Rolpa,Cultural,Monsoon
Bhairabi Temple,Dolakha,Dolakha,Natural,Autumn
Piple Hill,Kailali,Kailali,Natural,Autumn
Ghodaghodi Lake,Kailali,Kailali,Cultural,Winter
Chhintang,Sankhuwasabha,Sankhuwasabha,Cultural,All Year
Piple Hill,Kailali,Kailali,Natural,Monsoon
Triveni Dham,Darchula,Darchula,Natural,Spring
Elephant Breeding Center,Chitwan,Chitwan,Historical,Monsoon
Khaireni Hill,Chitwan,Chitwan,Wildlife,Spring
Elephant Breeding Center,Chitwan,Chitwan,Historical,Monsoon
Bajura Budhinanda Lake,Bajura,Bajura,Adventure,Winter
Saipal Base Camp,Bajhang,Bajhang,Natural,Autumn
Bageshwori Temple,Banke,Banke,Historical,Spring
Sirubari,Syangja,Syangja,Religious,Autumn
Thabang Village,Rolpa,Rolpa,Cultural,Spring
Nagarjun Forest,Kathmandu,Kathmandu,Adventure,Autumn
Trishuli River View,Nuwakot,Nuwakot,Religious,All Year
Baraha Pokhari,Sankhuwasabha,Sankhuwasabha,Natural,Autumn
Tatopani Hot Spring,Myagdi,Myagdi,Historical,All Year
Balmiki Ashram,Kapilvastu,Kapilvastu,Adventure,Spring
Rupa Lake,Kaski,Kaski,Natural,Winter
Rupa Lake,Kaski,Kaski,Wildlife,All Year
Basantapur,Unknown,Unknown,Cultural,Monsoon
Trishuli River View,Nuwakot,Nuwakot,Religious,Monsoon
Numbur Cheese Circuit,Ramechhap,Ramechhap,Natural,Winter
Siruwa Pokhari,Makwanpur,Makwanpur,Natural,Spring
Bhojpur Bazaar,Bhojpur,Bhojpur,Historical,All Year
Chhahara Waterfall,Rukum,Rukum,Wildlife,Winter
Dhaulagiri Base Camp,Myagdi,Myagdi,Religious,Monsoon
Ghale Gaun,Lamjung,Lamjung,Adventure,Monsoon
Api Base Camp,Darchula,Darchula,Historical,Winter
Pakuwal Lake,Sunsari,Sunsari,Natural,Monsoon
Ringmo Village,Dolpa,Dolpa,Historical,All Year
Davis Falls,Kaski,Kaski,Cultural,Spring
Chandragiri Hills,Kathmandu,Kathmandu,Cultural,All Year
Rupa Tal,Kaski,Kaski,Natural,Winter
Simikot,Humla,Humla,Wildlife,Winter
Syarpu Lake,Kaski,Kaski,Cultural,Winter
Teku Dobhan,Unknown,Unknown,Wildlife,Winter
Syarpu Lake,Kaski,Kaski,Historical,All Year
Nagi Village,Myagdi,Myagdi,Natural,Winter
Manaslu Base Camp,Gorkha,Gorkha,Historical,Winter
Dhulikhel View Tower,Kavrepalanchok,Kavrepalanchok,Wildlife,Winter
Kanyam Tea Garden,Ilam,Ilam,Wildlife,All Year
Tallo Dungeshwor,Dhading,Dhading,Adventure,Spring
Jakhera Tal,Unknown,Unknown,Adventure,Monsoon
Bageshwori Temple,Banke,Banke,Cultural,All Year
Tamang Heritage Trail,Rasuwa,Rasuwa,Wildlife,Spring
Panch Pokhari,Sindhupalchok,Sindhupalchok,Historical,Spring
Ram Mandir,Kathmandu,Kathmandu,Historical,Spring
Bhotekoshi Bungee Jump,Sindhupalchok,Sindhupalchok,Cultural,All Year
Ramdhuni Mandir,Sunsari,Sunsari,Historical,Winter
Naag Pokhari,Kathmandu,Kathmandu,Natural,All Year
Shey Phoksundo Lake,Dolpa,Dolpa,Cultural,All Year
Ridi Bazaar,Gulmi,Gulmi,Historical,Winter
Ruru Kshetra,Gulmi,Gulmi,Historical,Monsoon
Sundarijal,Kathmandu,Kathmandu,Religious,All Year
Mallaj,Myagdi,Myagdi,Wildlife,All Year
Simbuwa Khola Valley,Terhathum,Terhathum,Historical,Spring
Ram Mandir,Kathmandu,Kathmandu,Natural,Monsoon
Hanuman Temple,Kathmandu,Kathmandu,Religious,Monsoon
Siddhi Binayak,Kathmandu,Kathmandu,Adventure,Monsoon
Bhanbhane Pokhari,Okhaldhunga,Okhaldhunga,Wildlife,Spring
Teku Dobhan,Unknown,Unknown,Wildlife,Autumn
Laprak,Gorkha,Gorkha,Natural,Winter
Guerrilla Trek,Rolpa,Rolpa,Wildlife,Autumn
Sitalpati Market,Jhapa,Jhapa,Natural,Autumn
Kalinchowk,Dolakha,Dolakha,Religious,Autumn
Dhorpatan Hunting Reserve,Baglung,Baglung,Religious,All Year
Chhimkeshwori Hill,Dhading,Dhading,Historical,All Year
Kamalbari Lake,Myagdi,Myagdi,Religious,Spring
Jomsom,Mustang,Mustang,Natural,Spring
Koshi Barrage,Saptari,Saptari,Historical,Monsoon
Dhulikhel View Tower,Kavrepalanchok,Kavrepalanchok,Cultural,Spring
Bhojpur Bazaar,Bhojpur,Bhojpur,Natural,Winter
Guerrilla Trek,Rolpa,Rolpa,Wildlife,Monsoon
Dharan Clock Tower,Sunsari,Sunsari,Wildlife,Winter
Kanyam Tea Garden,Ilam,Ilam,Cultural,Spring
Hiranya Varna Mahavihar,Kathmandu,Kathmandu,Cultural,Winter
Kagbeni,Mustang,Mustang,Adventure,Spring
Rangeli,Morang,Morang,Religious,Winter
Siruwa Pokhari,Makwanpur,Makwanpur,Cultural,All Year
Ranighat Palace,Nawalpur,Nawalpur,Wildlife,All Year
Tatopani,Myagdi,Myagdi,Cultural,Winter
Pulchowki Hill,Lalitpur,Lalitpur,Historical,Winter
Rolpa Martyrs Trail,Rolpa,Rolpa,Cultural,All Year
Chhintang,Sankhuwasabha,Sankhuwasabha,Adventure,Autumn
Rara Lake,Mugu,Mugu,Natural,Spring
Daunne Hill,Chitwan,Chitwan,Wildlife,Winter
Salpa Pokhari,Dolakha,Dolakha,Adventure,All Year
Seti River Gorge,Doti,Doti,Historical,Spring
Siddha Cave,Bajhang,Bajhang,Religious,Autumn
Dattatreya Temple,Bhaktapur,Bhaktapur,Historical,Spring
Shivapuri Nagarjun National Park,Kathmandu,Kathmandu,Religious,Monsoon
Dharan Clock Tower,Sunsari,Sunsari,Cultural,All Year
Tribeni Dham,Salyan,Salyan,Wildlife,Spring
Antu Danda,Ilam,Ilam,Adventure,All Year
Taudaha Lake,Kathmandu,Kathmandu,Cultural,Autumn
Tamang Heritage Trail,Rasuwa,Rasuwa,Religious,Winter
Kagbeni,Mustang,Mustang,Adventure,Winter
Mallaj,Myagdi,Myagdi,Adventure,All Year
Hanuman Dhoka,Kathmandu,Kathmandu,Cultural,Monsoon
Thabang Village,Rolpa,Rolpa,Religious,Autumn
Ranighat Palace,Nawalpur,Nawalpur,Natural,Spring
Poon Hill,Kaski,Kaski,Wildlife,Monsoon
Jaleshwor Mahadev Temple,Mahottari,Mahottari,Historical,Autumn
Dharan Clock Tower,Sunsari,Sunsari,Wildlife,Monsoon
Hiranya Varna Mahavihar,Kathmandu,Kathmandu,Adventure,Autumn
Timal Danda,Unknown,Unknown,Religious,All Year
International Mountain Museum,Kaski,Kaski,Natural,Winter
Siddha Cave,Bajhang,Bajhang,Cultural,Winter
Namobuddha,Kavrepalanchok,Kavrepalanchok,Religious,Winter
Manakamana Temple,Gorkha,Gorkha,Natural,Spring
Kushma Cliff Bridge,Parbat,Parbat,Wildlife,Winter
Pashupatinath Temple,Kathmandu,Kathmandu,Wildlife,Monsoon
Pakhure Pokhari,Syangja,Syangja,Cultural,Autumn
Gaurishankar Conservation Area,Dolakha,Dolakha,Wildlife,Autumn
Tribeni Dham,Salyan,Salyan,Adventure,All Year
Nepalgunj,Banke,Banke,Natural,Winter
Trishuli River View,Nuwakot,Nuwakot,Historical,Spring
Birgunj Clock Tower,Parsa,Parsa,Religious,Monsoon
Mahaboudha Temple,Kathmandu,Kathmandu,Cultural,Autumn
Kamalbari Lake,Myagdi,Myagdi,Adventure,All Year
Bandipur,Tanahun,Tanahun,Historical,Winter
Khaireni Hill,Chitwan,Chitwan,Wildlife,Winter
Pulchowki Hill,Lalitpur,Lalitpur,Natural,Autumn
Kamalbari Lake,Myagdi,Myagdi,Natural,Spring
Bhojpur Bazaar,Bhojpur,Bhojpur,Historical,Monsoon
Soti Khola,Solukhumbu,Solukhumbu,Religious,Spring
Makalu Base Camp,Sankhuwasabha,Sankhuwasabha,Wildlife,Winter
Makalu Base Camp,Sankhuwasabha,Sankhuwasabha,Natural,All Year
Temke Dada,Sankhuwasabha,Sankhuwasabha,Adventure,Autumn
Bhojpur Bazaar,Bhojpur,Bhojpur,Adventure,Spring
Tindhare Waterfall,Sindhupalchok,Sindhupalchok,Adventure,Winter
Makalu Base Camp,Sankhuwasabha,Sankhuwasabha,Religious,Spring
Boudhanath Stupa,Kathmandu,Kathmandu,Natural,Monsoon
Kapuche Glacier Lake,Dolpa,Dolpa,Historical,All Year
Bhairabi Temple,Dolakha,Dolakha,Religious,Spring
Palung Valley,Makwanpur,Makwanpur,Cultural,Autumn
Silichho Peak,Dolakha,Dolakha,Natural,Spring
Koshi Barrage,Saptari,Saptari,Cultural,Autumn
Madan Ashrit Memorial Park,Chitwan,Chitwan,Adventure,All Year
Rolpa Martyrs Trail,Rolpa,Rolpa,Religious,Spring
Rupa Tal,Kaski,Kaski,Religious,Autumn
Dakshinkali Temple,Kathmandu,Kathmandu,Religious,All Year
Kushma Cliff Bridge,Parbat,Parbat,Adventure,All Year
Nepalgunj,Banke,Banke,Wildlife,All Year
Charikot,Dolakha,Dolakha,Natural,Autumn
Sisne Himal,Rukum,Rukum,Adventure,Winter
Kharpunath,Darchula,Darchula,Religious,Autumn
Chhimkeshwori,Dhading,Dhading,Natural,Autumn
Bhedetar View Tower,Dhankuta,Dhankuta,Adventure,Monsoon
Gokyo Lakes,Solukhumbu,Solukhumbu,Historical,Monsoon
Dhorpatan Hunting Reserve,Baglung,Baglung,Historical,Monsoon
Bungamati Village,Lalitpur,Lalitpur,Adventure,Monsoon
Chandannath Temple,Jajarkot,Jajarkot,Adventure,Winter
Bardia National Park,Bardiya,Bardiya,Adventure,Winter
Okhaldhunga Memorial Park,Okhaldhunga,Okhaldhunga,Adventure,All Year
Kalinchowk,Dolakha,Dolakha,Historical,Winter
Badhaiya Tal,Rukum,Rukum,Cultural,Spring
Gorkha Museum,Gorkha,Gorkha,Historical,Autumn
Tengboche Monastery,Solukhumbu,Solukhumbu,Adventure,Autumn
Hiranya Varna Mahavihar,Kathmandu,Kathmandu,Adventure,Autumn
Muktinath Temple,Mustang,Mustang,Adventure,Spring
Musikot,Rukum,Rukum,Natural,Winter
Nuwakot Trishuli Dam,Nuwakot,Nuwakot,Natural,Spring
Dhaulagiri Base Camp,Myagdi,Myagdi,Adventure,Winter
Ramdhuni Mandir,Sunsari,Sunsari,Religious,Spring
Banskharka Orange Farm,Syangja,Syangja,Adventure,Autumn
Chepang Hill Trail,Chitwan,Chitwan,Adventure,Monsoon
Bhairahawa Buddha Park,Rupandehi,Rupandehi,Cultural,Autumn
Ramaroshan Wetland,Achham,Achham,Cultural,All Year
Ashoka Pillar,Rupandehi,Rupandehi,Religious,Spring
Panchakanya Hill,Dhading,Dhading,Religious,Spring
Rara Lake,Mugu,Mugu,Historical,All Year
Diktel Bazaar,Khotang,Khotang,Natural,All Year
Bhojpur Bazaar,Bhojpur,Bhojpur,Natural,Monsoon
Panchthar Tea Garden,Panchthar,Panchthar,Cultural,All Year
Sailung Danda,Dolakha,Dolakha,Religious,Monsoon
Belbari Forest,Morang,Morang,Natural,Monsoon
Birgunj Clock Tower,Parsa,Parsa,Natural,Autumn
Salpa Pokhari,Dolakha,Dolakha,Historical,Monsoon
Ramdhuni Mandir,Sunsari,Sunsari,Wildlife,Winter
